date,symbol,actualearningresult,estimatedearning,ticker
2005-11-03,CMCSA,0.03,0.05,CMCSA
2005-08-02,CMCSA,0.06,0.05,CMCSA
2005-04-28,CMCSA,0.05,0.0375,CMCSA
2005-02-03,CMCSA,0.06,0.03734,CMCSA
2004-10-25,CMCSA,0.03,0.03265,CMCSA
2004-07-28,CMCSA,0.04,0.03179,CMCSA
2004-04-28,CMCSA,0.00637,0.01394,CMCSA
2004-02-11,CMCSA,0.06,0.00891,CMCSA
2003-07-31,CMCSA,-0.00217,-0.00144,CMCSA
2003-05-08,CMCSA,-0.04,-0.0277,CMCSA
2003-02-27,CMCSA,-0.01788,-0.01028,CMCSA
2002-10-28,CMCSA,0.09,0.05,CMCSA
2002-08-01,CMCSA,0.1,0.06,CMCSA
2002-05-01,CMCSA,0.08,0.03063,CMCSA
2002-02-06,CMCSA,-0.18,-0.1,CMCSA
2001-10-31,CMCSA,-0.13,-0.11,CMCSA
2001-08-01,CMCSA,-0.11,-0.1,CMCSA
2001-05-08,CMCSA,-0.1,-0.12,CMCSA
2001-02-26,CMCSA,-0.1,-0.05,CMCSA
2026-01-22,COF,3.86,4.14,COF
2025-10-21,COF,5.95,4.49,COF
2025-07-22,COF,5.48,4.05,COF
2025-04-22,COF,4.06,3.64,COF
2025-01-21,COF,3.09,2.78,COF
2024-10-24,COF,4.51,3.76,COF
2024-07-23,COF,3.14,3.39,COF
2024-04-25,COF,3.21,3.31,COF
2024-01-25,COF,2.24,2.5,COF
2023-10-26,COF,4.45,3.25,COF
2023-07-20,COF,3.52,3.23,COF
2023-04-27,COF,2.31,3.92,COF
2023-01-24,COF,2.82,3.84,COF
2022-10-27,COF,4.2,5.04,COF
2022-07-21,COF,4.96,5.09,COF
2022-04-26,COF,5.62,5.44,COF
2022-01-25,COF,5.41,5.3,COF
2021-10-26,COF,6.78,5.38,COF
2021-07-22,COF,7.62,4.64,COF
2021-04-27,COF,7.03,4.17,COF
2021-01-26,COF,5.35,2.86,COF
2020-10-22,COF,5.06,2.13,COF
2020-07-21,COF,-1.61,-1.25,COF
2020-04-23,COF,-3.1,0.52,COF
2020-01-21,COF,2.25,2.28,COF
2019-10-24,COF,3.17,2.88,COF
2019-07-18,COF,3.07,2.87,COF
2019-04-25,COF,2.9,2.7,COF
2019-01-22,COF,1.87,2.37,COF
2018-10-23,COF,2.99,2.88,COF
2018-07-19,COF,3.16,2.63,COF
2018-04-24,COF,2.62,2.32,COF
2018-01-23,COF,1.66,1.85,COF
2017-10-24,COF,2.48,2.15,COF
2017-07-20,COF,1.94,1.9,COF
2017-04-25,COF,1.54,1.92,COF
2017-01-24,COF,1.45,1.6,COF
2016-10-25,COF,1.9,1.94,COF
2016-07-21,COF,1.69,1.86,COF
2016-04-26,COF,1.84,1.91,COF
2016-01-26,COF,1.58,1.61,COF
2015-10-22,COF,1.98,1.94,COF
2015-07-23,COF,1.78,1.97,COF
2015-04-23,COF,2.0,1.88,COF
2015-01-22,COF,1.73,1.74,COF
2014-10-16,COF,1.86,1.94,COF
2014-07-17,COF,2.04,1.82,COF
2014-04-16,COF,1.96,1.69,COF
2014-01-16,COF,1.45,1.55,COF
2013-10-17,COF,1.86,1.8,COF
2013-07-18,COF,1.87,1.72,COF
2013-04-18,COF,1.79,1.6,COF
2013-01-17,COF,1.41,1.58,COF
2012-10-18,COF,2.01,1.66,COF
2012-07-18,COF,0.82,1.07,COF
2012-04-19,COF,1.56,1.39,COF
2012-01-19,COF,0.88,1.56,COF
2011-10-20,COF,1.77,1.68,COF
2011-07-13,COF,1.97,1.71,COF
2011-04-21,COF,2.21,1.55,COF
2011-01-20,COF,1.52,1.36,COF
2010-10-18,COF,1.76,1.17,COF
2010-07-22,COF,1.33,0.88,COF
2010-04-22,COF,1.4,0.59,COF
2010-01-21,COF,0.83,0.45,COF
2009-10-22,COF,0.94,0.14,COF
2009-07-23,COF,-0.65,-0.76,COF
2009-04-21,COF,-0.45,-0.08,COF
2009-01-22,COF,-3.74,0.33,COF
2008-10-16,COF,1.0,0.98,COF
2008-07-17,COF,1.21,1.31,COF
2008-04-17,COF,1.47,1.45,COF
2008-01-23,COF,0.6,0.63,COF
2007-10-18,COF,-0.21,-0.3,COF
2007-07-19,COF,1.89,1.62,COF
2007-04-19,COF,1.62,1.98,COF
2007-01-18,COF,1.14,1.24,COF
2006-10-18,COF,1.89,1.8,COF
2006-07-20,COF,1.78,2.06,COF
2006-04-20,COF,2.86,2.06,COF
2006-01-19,COF,0.97,0.94,COF
2005-10-20,COF,1.81,1.66,COF
2005-07-20,COF,2.03,1.75,COF
2005-04-20,COF,1.99,1.93,COF
2004-10-20,COF,1.97,1.3,COF
2004-07-21,COF,1.65,1.5,COF
2004-04-21,COF,1.84,1.53,COF
2004-01-21,COF,1.11,1.0,COF
2003-10-22,COF,1.17,1.06,COF
2003-07-16,COF,1.23,1.1,COF
2003-04-21,COF,1.35,1.03,COF
2003-01-16,COF,1.05,1.05,COF
2002-07-16,COF,0.92,0.86,COF
2002-04-16,COF,0.83,0.81,COF
2002-01-15,COF,0.8,0.8,COF
2001-07-17,COF,0.7,0.7,COF
2001-04-17,COF,0.66,0.66,COF
2000-10-11,COF,0.58,0.58,COF
2000-07-12,COF,0.54,0.54,COF
2000-04-13,COF,0.51,0.51,COF
2026-02-05,COP,1.02,1.07,COP
2025-11-06,COP,1.61,1.41,COP
2025-08-07,COP,1.42,1.35,COP
2025-05-08,COP,2.09,2.05,COP
2025-02-06,COP,1.98,1.78,COP
2024-10-31,COP,1.78,1.64,COP
2024-08-01,COP,1.98,1.96,COP
2024-05-02,COP,2.03,2.04,COP
2024-02-08,COP,2.4,2.09,COP
2023-11-02,COP,2.16,2.08,COP
2023-08-03,COP,1.84,1.95,COP
2023-05-04,COP,2.38,2.05,COP
2023-02-02,COP,2.71,2.81,COP
2022-11-03,COP,3.6,3.46,COP
2022-08-04,COP,3.91,3.8,COP
2022-05-05,COP,3.27,3.03,COP
2022-02-03,COP,2.27,2.18,COP
2021-11-02,COP,1.77,1.51,COP
2021-08-03,COP,1.27,1.1,COP
2021-05-04,COP,0.69,0.51,COP
2021-02-02,COP,-0.19,-0.2,COP
2020-10-29,COP,-0.31,-0.3,COP
2020-07-30,COP,-0.92,-0.57,COP
2020-04-30,COP,0.45,0.21,COP
2020-02-04,COP,0.76,0.8,COP
2019-10-29,COP,0.82,0.78,COP
2019-07-30,COP,1.01,1.03,COP
2019-04-30,COP,1.0,0.92,COP
2019-01-31,COP,1.13,0.99,COP
2018-10-25,COP,1.36,1.18,COP
2018-07-26,COP,1.09,1.08,COP
2018-04-26,COP,0.96,0.73,COP
2018-02-01,COP,0.45,0.45,COP
2017-10-26,COP,0.16,0.09,COP
2017-07-27,COP,0.14,0.01235,COP
2017-05-02,COP,-0.02,-0.00492,COP
2017-02-02,COP,-0.26,-0.38,COP
2016-10-27,COP,-0.66,-0.69,COP
2016-07-28,COP,-0.79,-0.62,COP
2016-04-28,COP,-0.95,-1.07,COP
2016-02-04,COP,-0.9,-0.64,COP
2015-10-29,COP,-0.38,-0.38,COP
2015-07-30,COP,0.07,0.05,COP
2015-04-30,COP,-0.18,-0.19,COP
2015-01-29,COP,0.6,0.62,COP
2014-10-30,COP,1.29,1.17,COP
2014-07-31,COP,1.61,1.6,COP
2014-05-01,COP,1.81,1.56,COP
2014-01-30,COP,1.4,1.32,COP
2013-10-31,COP,1.47,1.45,COP
2013-08-01,COP,1.41,1.29,COP
2013-04-25,COP,1.42,1.41,COP
2013-01-30,COP,1.43,1.42,COP
2012-10-25,COP,1.44,1.19,COP
2012-07-25,COP,1.22,1.17,COP
2012-04-23,COP,2.02,2.08,COP
2012-01-25,COP,2.02,1.76,COP
2011-10-26,COP,2.52,2.18,COP
2011-07-27,COP,2.41,2.19,COP
2011-04-27,COP,1.82,1.97,COP
2011-01-26,COP,1.32,1.32,COP
2010-10-27,COP,1.5,1.46,COP
2010-07-28,COP,1.67,1.56,COP
2010-04-29,COP,1.47,1.38,COP
2010-01-27,COP,1.16,1.12,COP
2009-10-28,COP,1.0,0.94,COP
2009-07-29,COP,0.97,0.85,COP
2009-04-23,COP,0.52,0.4,COP
2009-01-28,COP,1.28,1.21,COP
2008-10-22,COP,3.32,3.06,COP
2008-07-23,COP,3.49,3.45,COP
2008-04-24,COP,2.52,2.42,COP
2008-01-23,COP,2.48,2.38,COP
2007-10-24,COP,1.94,2.17,COP
2007-07-25,COP,2.9,2.68,COP
2007-04-25,COP,1.82,1.9,COP
2007-01-24,COP,2.1,1.95,COP
2006-10-25,COP,2.68,2.4,COP
2006-07-26,COP,2.87,2.81,COP
2006-04-26,COP,2.34,2.34,COP
2006-01-25,COP,2.69,2.62,COP
2005-10-26,COP,2.68,2.57,COP
2005-07-27,COP,2.21,2.02,COP
2005-04-27,COP,1.77,1.65,COP
2005-01-26,COP,1.76,1.54,COP
2004-10-27,COP,1.44,1.29,COP
2004-07-28,COP,1.44,1.46,COP
2004-04-28,COP,1.16,1.0,COP
2004-01-28,COP,0.72,0.71,COP
2003-10-29,COP,0.91,0.8,COP
2003-07-30,COP,0.79,0.72,COP
2003-04-30,COP,0.93,0.86,COP
2003-01-29,COP,0.55,0.55,COP
2002-10-24,COP,0.47,0.47,COP
2002-07-23,COP,0.48,0.51,COP
2002-04-25,COP,-0.13339,-0.08855,COP
2002-01-24,COP,0.3,0.34,COP
2001-10-24,COP,0.68,0.65,COP
2001-07-26,COP,1.17,0.95,COP
2001-04-30,COP,0.96,0.97,COP
2026-03-05,COST,4.58,4.55,COST
2025-12-11,COST,4.34,4.27,COST
2025-09-25,COST,5.87,5.8,COST
2025-05-29,COST,4.28,4.24,COST
2025-03-06,COST,4.02,4.09,COST
2024-12-12,COST,3.82,3.79,COST
2024-09-26,COST,5.15,5.08,COST
2024-05-30,COST,3.78,3.7,COST
2024-03-07,COST,3.92,3.62,COST
2023-12-14,COST,3.58,3.42,COST
2023-09-26,COST,4.86,4.79,COST
2023-05-25,COST,2.93,3.29,COST
2023-03-02,COST,3.3,3.21,COST
2022-12-08,COST,3.1,3.11,COST
2022-09-22,COST,4.2,4.17,COST
2022-05-26,COST,3.17,3.03,COST
2022-03-03,COST,2.92,2.74,COST
2021-12-09,COST,2.98,2.64,COST
2021-09-23,COST,3.9,3.57,COST
2021-05-27,COST,2.75,2.34,COST
2021-03-04,COST,2.14,2.45,COST
2020-12-10,COST,2.3,2.05,COST
2020-09-24,COST,3.04,2.84,COST
2020-05-28,COST,1.89,1.95,COST
2020-03-05,COST,2.1,2.06,COST
2019-12-12,COST,1.73,1.72,COST
2019-10-03,COST,2.69,2.54,COST
2019-05-30,COST,1.89,1.82,COST
2019-03-07,COST,2.01,1.69,COST
2018-12-13,COST,1.61,1.62,COST
2018-10-04,COST,2.36,2.36,COST
2018-05-31,COST,1.7,1.69,COST
2018-03-07,COST,1.42,1.47,COST
2017-12-14,COST,1.36,1.34,COST
2017-10-05,COST,2.08,2.02,COST
2017-05-25,COST,1.4,1.31,COST
2017-03-02,COST,1.17,1.36,COST
2016-12-07,COST,1.17,1.19,COST
2016-09-29,COST,1.77,1.73,COST
2016-05-25,COST,1.24,1.22,COST
2016-03-02,COST,1.24,1.28,COST
2015-12-08,COST,1.09,1.17,COST
2015-09-30,COST,1.73,1.66,COST
2015-05-27,COST,1.17,1.15,COST
2015-03-05,COST,1.25,1.18,COST
2014-12-10,COST,1.12,1.09,COST
2014-10-08,COST,1.58,1.52,COST
2014-05-29,COST,1.07,1.09,COST
2014-03-06,COST,1.05,1.17,COST
2013-12-11,COST,0.96,1.02,COST
2013-10-09,COST,1.4,1.46,COST
2013-05-30,COST,1.04,1.03,COST
2013-03-12,COST,1.1,1.06,COST
2012-12-12,COST,0.95,0.93,COST
2012-10-10,COST,1.39,1.31,COST
2012-05-24,COST,0.88,0.87,COST
2012-02-29,COST,0.9,0.87,COST
2011-12-08,COST,0.8,0.8,COST
2011-10-05,COST,1.08,1.1,COST
2011-05-25,COST,0.73,0.77,COST
2011-03-02,COST,0.79,0.79,COST
2010-12-08,COST,0.71,0.69,COST
2010-10-06,COST,0.97,0.95,COST
2010-05-27,COST,0.66,0.66,COST
2010-03-03,COST,0.7,0.72,COST
2009-12-10,COST,0.6,0.6,COST
2009-10-07,COST,0.85,0.77,COST
2009-05-28,COST,0.52,0.53,COST
2009-03-04,COST,0.55,0.59,COST
2008-12-11,COST,0.65,0.62,COST
2008-10-08,COST,0.92,0.93,COST
2008-05-29,COST,0.67,0.65,COST
2008-03-05,COST,0.74,0.74,COST
2007-12-13,COST,0.59,0.59,COST
2007-10-10,COST,0.91,0.83,COST
2007-05-31,COST,0.56,0.56,COST
2007-03-08,COST,0.66,0.66,COST
2006-12-14,COST,0.51,0.5,COST
2006-05-31,COST,0.49,0.5,COST
2006-03-02,COST,0.62,0.6,COST
2005-12-08,COST,0.45,0.45,COST
2005-05-26,COST,0.43,0.42,COST
2005-03-02,COST,0.54,0.55,COST
2004-12-09,COST,0.4,0.4,COST
2004-06-17,COST,0.42,0.38,COST
2004-03-03,COST,0.48,0.47,COST
2003-12-09,COST,0.34,0.31,COST
2003-05-28,COST,0.33,0.31,COST
2003-03-05,COST,0.39,0.43,COST
2002-12-12,COST,0.31,0.31,COST
2002-05-30,COST,0.28,0.27,COST
2002-03-05,COST,0.41,0.41,COST
2001-12-13,COST,0.28,0.28,COST
2001-05-31,COST,0.23,0.23,COST
2001-03-08,COST,0.38,0.38,COST
2000-12-14,COST,0.28,0.28,COST
2000-05-24,COST,0.26,0.27,COST
2000-03-02,COST,0.41,0.38,COST
1999-12-09,COST,0.28,0.27,COST
1999-05-26,COST,0.23,0.22,COST
2026-02-25,CRM,3.81,3.05,CRM
2025-12-03,CRM,3.25,2.86,CRM
2025-09-03,CRM,2.91,2.78,CRM
2025-05-28,CRM,2.58,2.55,CRM
2025-02-26,CRM,2.78,2.61,CRM
2024-12-03,CRM,2.41,2.44,CRM
2024-08-28,CRM,2.56,2.35,CRM
2024-05-29,CRM,2.44,2.37,CRM
2024-02-28,CRM,2.29,2.27,CRM
2023-11-29,CRM,2.11,2.06,CRM
2023-08-30,CRM,2.12,1.9,CRM
2023-05-31,CRM,1.69,1.61,CRM
2023-03-01,CRM,1.68,1.35,CRM
2022-11-30,CRM,1.4,1.21,CRM
2022-08-24,CRM,1.19,1.02,CRM
2022-05-31,CRM,0.98,0.93,CRM
2022-03-01,CRM,0.84,0.73,CRM
2021-11-30,CRM,1.27,0.92,CRM
2021-08-25,CRM,1.48,0.91,CRM
2021-05-27,CRM,1.21,0.88,CRM
2021-02-25,CRM,1.04,0.75,CRM
2020-12-01,CRM,1.74,0.74,CRM
2020-08-25,CRM,1.44,0.67,CRM
2020-05-28,CRM,0.7,0.69,CRM
2020-02-25,CRM,0.66,0.55,CRM
2019-12-03,CRM,0.75,0.66,CRM
2019-08-22,CRM,0.66,0.47,CRM
2019-06-04,CRM,0.93,0.61,CRM
2019-03-04,CRM,0.7,0.56,CRM
2018-11-27,CRM,0.61,0.5,CRM
2018-08-29,CRM,0.71,0.47,CRM
2018-05-29,CRM,0.74,0.46,CRM
2018-02-28,CRM,0.35,0.33,CRM
2017-11-21,CRM,0.39,0.37,CRM
2017-08-22,CRM,0.33,0.31,CRM
2017-05-18,CRM,0.28,0.26,CRM
2017-02-28,CRM,0.28,0.25,CRM
2016-11-17,CRM,0.24,0.21,CRM
2016-08-31,CRM,0.24,0.22,CRM
2016-05-18,CRM,0.24,0.23,CRM
2016-02-24,CRM,0.19,0.19,CRM
2015-11-18,CRM,0.21,0.19,CRM
2015-08-20,CRM,0.19,0.17,CRM
2015-05-20,CRM,0.16,0.14,CRM
2015-02-25,CRM,0.14,0.14,CRM
2014-11-19,CRM,0.14,0.13,CRM
2014-08-21,CRM,0.13,0.12,CRM
2014-05-20,CRM,0.11,0.1,CRM
2014-02-27,CRM,0.07,0.06,CRM
2013-11-18,CRM,0.09,0.09,CRM
2013-08-29,CRM,0.09,0.08,CRM
2013-05-23,CRM,0.1,0.11,CRM
2013-02-28,CRM,0.13,0.1,CRM
2012-11-20,CRM,0.08,0.08,CRM
2012-08-23,CRM,0.1,0.1,CRM
2012-05-17,CRM,0.09,0.09,CRM
2012-02-23,CRM,0.11,0.1,CRM
2011-11-17,CRM,0.09,0.08,CRM
2011-08-18,CRM,0.08,0.07,CRM
2011-05-19,CRM,0.07,0.07,CRM
2011-02-24,CRM,0.08,0.06,CRM
2010-11-18,CRM,0.08,0.08,CRM
2010-08-19,CRM,0.07,0.07,CRM
2010-05-20,CRM,0.08,0.08,CRM
2010-02-24,CRM,0.04,0.03742,CRM
2009-11-17,CRM,0.04,0.04008,CRM
2009-08-20,CRM,0.04,0.03496,CRM
2009-05-21,CRM,0.04,0.02901,CRM
2009-02-25,CRM,0.03,0.01892,CRM
2008-11-20,CRM,0.02,0.01724,CRM
2008-08-20,CRM,0.02,0.02032,CRM
2008-05-21,CRM,0.02,0.01654,CRM
2008-02-27,CRM,0.02,0.01449,CRM
2007-11-15,CRM,0.01333,0.00678,CRM
2007-05-16,CRM,0.00151,0.00287,CRM
2007-02-21,CRM,0.02,0.01966,CRM
2006-11-15,CRM,0.02,0.01813,CRM
2006-08-16,CRM,0.02,0.01393,CRM
2006-05-17,CRM,-0.00052,-0.00048,CRM
2006-02-22,CRM,0.01254,0.01245,CRM
2005-11-16,CRM,0.02759,0.02168,CRM
2005-08-17,CRM,0.01068,0.01029,CRM
2005-05-18,CRM,0.00941,0.00601,CRM
2026-02-11,CSCO,1.04,1.02,CSCO
2025-11-12,CSCO,1.0,0.982,CSCO
2025-08-13,CSCO,0.99,0.977,CSCO
2025-05-14,CSCO,0.96,0.917,CSCO
2025-02-12,CSCO,0.94,0.91,CSCO
2024-11-13,CSCO,0.91,0.872,CSCO
2024-08-14,CSCO,0.87,0.849,CSCO
2024-05-15,CSCO,0.88,0.828,CSCO
2024-02-14,CSCO,0.87,0.839,CSCO
2023-11-15,CSCO,1.11,1.03,CSCO
2023-08-16,CSCO,1.14,1.06,CSCO
2023-05-17,CSCO,1.0,0.97,CSCO
2023-02-15,CSCO,0.88,0.86,CSCO
2022-11-16,CSCO,0.86,0.84,CSCO
2022-08-17,CSCO,0.83,0.82,CSCO
2022-05-18,CSCO,0.87,0.86,CSCO
2022-02-16,CSCO,0.84,0.81,CSCO
2021-11-17,CSCO,0.82,0.8,CSCO
2021-08-18,CSCO,0.84,0.82,CSCO
2021-05-19,CSCO,0.83,0.82,CSCO
2021-02-09,CSCO,0.79,0.76,CSCO
2020-11-12,CSCO,0.76,0.71,CSCO
2020-08-12,CSCO,0.8,0.74,CSCO
2020-05-13,CSCO,0.79,0.69,CSCO
2020-02-12,CSCO,0.77,0.76,CSCO
2019-11-13,CSCO,0.84,0.81,CSCO
2019-08-14,CSCO,0.83,0.82,CSCO
2019-05-15,CSCO,0.78,0.77,CSCO
2019-02-13,CSCO,0.73,0.72,CSCO
2018-11-14,CSCO,0.75,0.72,CSCO
2018-08-15,CSCO,0.7,0.69,CSCO
2018-05-16,CSCO,0.66,0.65,CSCO
2018-02-14,CSCO,0.63,0.59,CSCO
2017-11-15,CSCO,0.61,0.6,CSCO
2017-08-16,CSCO,0.61,0.61,CSCO
2017-05-17,CSCO,0.6,0.58,CSCO
2017-02-15,CSCO,0.57,0.56,CSCO
2016-11-16,CSCO,0.61,0.59,CSCO
2016-08-17,CSCO,0.63,0.6,CSCO
2016-05-18,CSCO,0.57,0.55,CSCO
2016-02-10,CSCO,0.57,0.54,CSCO
2015-11-12,CSCO,0.59,0.56,CSCO
2015-08-12,CSCO,0.59,0.56,CSCO
2015-05-13,CSCO,0.54,0.53,CSCO
2015-02-11,CSCO,0.53,0.51,CSCO
2014-11-12,CSCO,0.54,0.53,CSCO
2014-08-13,CSCO,0.55,0.53,CSCO
2014-05-14,CSCO,0.51,0.48,CSCO
2014-02-12,CSCO,0.47,0.46,CSCO
2013-11-13,CSCO,0.53,0.5,CSCO
2013-08-14,CSCO,0.52,0.51,CSCO
2013-05-15,CSCO,0.51,0.49,CSCO
2013-02-13,CSCO,0.51,0.48,CSCO
2012-11-13,CSCO,0.48,0.46,CSCO
2012-08-15,CSCO,0.46,0.45,CSCO
2012-05-09,CSCO,0.48,0.47,CSCO
2012-02-08,CSCO,0.47,0.43,CSCO
2011-11-09,CSCO,0.43,0.39,CSCO
2011-08-10,CSCO,0.4,0.38,CSCO
2011-05-11,CSCO,0.42,0.37,CSCO
2011-02-09,CSCO,0.37,0.35,CSCO
2010-11-10,CSCO,0.42,0.4,CSCO
2010-08-11,CSCO,0.43,0.42,CSCO
2010-05-12,CSCO,0.42,0.39,CSCO
2010-02-03,CSCO,0.4,0.35,CSCO
2009-11-04,CSCO,0.36,0.31,CSCO
2009-08-05,CSCO,0.31,0.29,CSCO
2009-05-06,CSCO,0.3,0.24,CSCO
2009-02-04,CSCO,0.32,0.3,CSCO
2008-11-05,CSCO,0.42,0.39,CSCO
2008-08-05,CSCO,0.4,0.39,CSCO
2008-05-06,CSCO,0.38,0.36,CSCO
2008-02-06,CSCO,0.38,0.38,CSCO
2007-11-07,CSCO,0.4,0.36,CSCO
2007-08-07,CSCO,0.36,0.35,CSCO
2007-05-08,CSCO,0.34,0.33,CSCO
2007-02-06,CSCO,0.33,0.31,CSCO
2006-11-08,CSCO,0.31,0.29,CSCO
2006-08-08,CSCO,0.3,0.28,CSCO
2006-05-09,CSCO,0.29,0.26,CSCO
2006-02-07,CSCO,0.26,0.25,CSCO
2005-11-09,CSCO,0.25,0.24,CSCO
2005-08-09,CSCO,0.25,0.25,CSCO
2005-05-10,CSCO,0.23,0.22,CSCO
2005-02-08,CSCO,0.22,0.22,CSCO
2004-11-09,CSCO,0.21,0.21,CSCO
2004-08-10,CSCO,0.21,0.2,CSCO
2004-05-11,CSCO,0.19,0.18,CSCO
2004-02-03,CSCO,0.18,0.17,CSCO
2003-11-05,CSCO,0.17,0.15,CSCO
2003-08-05,CSCO,0.15,0.15,CSCO
2003-05-06,CSCO,0.15,0.14,CSCO
2003-02-04,CSCO,0.15,0.13,CSCO
2002-11-06,CSCO,0.14,0.13,CSCO
2002-08-06,CSCO,0.14,0.12,CSCO
2002-05-07,CSCO,0.11,0.09,CSCO
2002-02-06,CSCO,0.09,0.05,CSCO
2001-11-05,CSCO,0.04,0.01806,CSCO
2001-08-07,CSCO,0.02,0.02344,CSCO
2001-05-08,CSCO,0.03,0.01467,CSCO
2026-02-10,CVS,1.09,1.0,CVS
2025-10-29,CVS,1.6,1.37,CVS
2025-07-31,CVS,1.81,1.46,CVS
2025-05-01,CVS,2.25,1.7,CVS
2025-02-12,CVS,1.19,0.914,CVS
2024-11-06,CVS,1.09,1.44,CVS
2024-08-07,CVS,1.83,1.73,CVS
2024-05-01,CVS,1.31,1.7,CVS
2024-02-07,CVS,2.12,2.01,CVS
2023-11-01,CVS,2.21,2.13,CVS
2023-08-02,CVS,2.21,2.12,CVS
2023-05-03,CVS,2.2,2.07,CVS
2023-02-08,CVS,1.99,1.92,CVS
2022-11-02,CVS,2.09,1.99,CVS
2022-08-03,CVS,2.4,2.17,CVS
2022-05-04,CVS,2.22,2.15,CVS
2022-02-09,CVS,1.98,1.94,CVS
2021-11-03,CVS,1.97,1.79,CVS
2021-08-04,CVS,2.42,2.06,CVS
2021-05-04,CVS,2.04,1.72,CVS
2021-02-16,CVS,1.3,1.24,CVS
2020-11-06,CVS,1.66,1.34,CVS
2020-08-05,CVS,2.64,1.93,CVS
2020-05-06,CVS,1.91,1.63,CVS
2020-02-12,CVS,1.73,1.68,CVS
2019-11-06,CVS,1.84,1.77,CVS
2019-08-07,CVS,1.89,1.69,CVS
2019-05-01,CVS,1.62,1.5,CVS
2019-02-20,CVS,2.14,2.07,CVS
2018-11-06,CVS,1.73,1.71,CVS
2018-08-08,CVS,1.69,1.61,CVS
2018-05-02,CVS,1.48,1.39,CVS
2018-02-08,CVS,1.92,1.89,CVS
2017-11-06,CVS,1.5,1.48,CVS
2017-08-08,CVS,1.33,1.31,CVS
2017-05-02,CVS,1.17,1.1,CVS
2017-02-09,CVS,1.71,1.67,CVS
2016-11-08,CVS,1.59,1.57,CVS
2016-08-02,CVS,1.32,1.3,CVS
2016-05-03,CVS,1.18,1.16,CVS
2016-02-09,CVS,1.53,1.53,CVS
2015-10-30,CVS,1.28,1.29,CVS
2015-08-04,CVS,1.22,1.2,CVS
2015-05-01,CVS,1.14,1.08,CVS
2015-02-10,CVS,1.21,1.2,CVS
2014-11-04,CVS,1.15,1.14,CVS
2014-08-05,CVS,1.13,1.1,CVS
2014-05-02,CVS,1.02,1.04,CVS
2014-02-11,CVS,1.12,1.11,CVS
2013-11-05,CVS,1.05,1.02,CVS
2013-08-06,CVS,0.97,0.96,CVS
2013-05-01,CVS,0.83,0.79,CVS
2013-02-06,CVS,1.14,1.1,CVS
2012-11-06,CVS,0.85,0.84,CVS
2012-08-07,CVS,0.81,0.8,CVS
2012-05-02,CVS,0.65,0.63,CVS
2012-02-08,CVS,0.89,0.89,CVS
2011-11-03,CVS,0.7,0.68,CVS
2011-08-04,CVS,0.65,0.64,CVS
2011-05-05,CVS,0.57,0.55,CVS
2011-02-03,CVS,0.8,0.79,CVS
2010-11-03,CVS,0.65,0.65,CVS
2010-07-28,CVS,0.65,0.68,CVS
2010-05-04,CVS,0.6,0.58,CVS
2010-02-08,CVS,0.79,0.78,CVS
2009-11-05,CVS,0.65,0.64,CVS
2009-08-04,CVS,0.65,0.64,CVS
2009-05-05,CVS,0.55,0.54,CVS
2009-02-19,CVS,0.7,0.69,CVS
2008-10-30,CVS,0.6,0.6,CVS
2008-07-31,CVS,0.6,0.6,CVS
2008-05-01,CVS,0.55,0.55,CVS
2008-01-31,CVS,0.55,0.55,CVS
2007-11-01,CVS,0.45,0.44,CVS
2007-08-02,CVS,0.47,0.46,CVS
2007-05-08,CVS,0.43,0.45,CVS
2007-02-01,CVS,0.45,0.44,CVS
2006-11-01,CVS,0.33,0.32,CVS
2006-08-03,CVS,0.4,0.37,CVS
2006-05-04,CVS,0.39,0.38,CVS
2006-02-02,CVS,0.41,0.4,CVS
2005-11-03,CVS,0.3,0.3,CVS
2005-08-03,CVS,0.33,0.31,CVS
2005-05-05,CVS,0.35,0.34,CVS
2005-02-02,CVS,0.28,0.27,CVS
2004-11-04,CVS,0.22,0.21,CVS
2004-08-04,CVS,0.28,0.27,CVS
2004-05-05,CVS,0.3,0.28,CVS
2004-02-12,CVS,0.32,0.29,CVS
2003-10-29,CVS,0.23,0.23,CVS
2003-07-30,CVS,0.25,0.24,CVS
2003-05-06,CVS,0.24,0.24,CVS
2003-02-04,CVS,0.25,0.23,CVS
2002-10-30,CVS,0.2,0.19,CVS
2002-07-31,CVS,0.22,0.21,CVS
2002-05-08,CVS,0.22,0.21,CVS
2002-02-05,CVS,0.12,0.12,CVS
2001-10-30,CVS,0.15,0.15,CVS
2001-07-31,CVS,0.24,0.24,CVS
2001-05-02,CVS,0.27,0.27,CVS
2026-01-30,CVX,1.52,1.41,CVX
2025-10-31,CVX,1.85,1.69,CVX
2025-08-01,CVX,1.77,1.73,CVX
2025-05-02,CVX,2.18,2.16,CVX
2025-01-31,CVX,2.06,2.42,CVX
2024-11-01,CVX,2.51,2.42,CVX
2024-08-02,CVX,2.55,2.93,CVX
2024-04-26,CVX,2.93,2.87,CVX
2024-02-02,CVX,3.45,3.29,CVX
2023-10-27,CVX,3.05,3.75,CVX
2023-07-28,CVX,3.08,2.97,CVX
2023-04-28,CVX,3.55,3.41,CVX
2023-01-27,CVX,4.09,4.38,CVX
2022-10-28,CVX,5.56,4.81,CVX
2022-07-29,CVX,5.82,5.1,CVX
